text,expected_intent,retrieved_intent,intent_match,similarity_score,historical_reply
"Either my mobile (android) or desktop (windows 10). It doesnt respond when i click them, if i try shuffle i get ""this song is not available""",Playback_Issue,Playback_Issue,True,1.0,"@340652 Got it, thanks for the info. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /TB"
help! Was exploring the family plan but then it was actually purchased!,Family_Student_Plan,Family_Student_Plan,True,1.0,@436128 We've just sent you a DM 🙂 /JX
I was charged for premium 3 days ago... It still shows I have a free account and dont have premium features... Please help. 🙏,Premium_Subscription,Premium_Subscription,True,1.0000000000000002,"@559149 Hi Rosa, help's arrived! Could you DM us your account's username and email address? We'll do some digging 🔍 /JQ https://t.co/ldFdZR1cbT"
"Hey, . . . So, it's 2017, and you guys have THE killer music-streaming app . . . So tell me how I can truly randomize a 300-song shuffle on a 300-song playlist on my mobile device? Come on. Impress me. I fucking DARE you.",Playback_Issue,Playback_Issue,True,1.0000000000000002,@768363 Hi there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /DV
all my saved music has been deleted for the second time in 2 weeks. Why is this happening? Can’t listen offline.,Downloads_Offline,Downloads_Offline,True,1.0,"@346858 Hey, that's not cool! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt"
I'd like a refund,Payment_Refund,Payment_Refund,True,1.0,@614458 Hi Sarah! Send us your account's email address and username via DM. We'll take a look under the hood /SC https://t.co/ldFdZRiNAt
Feature Request: Make it easy to separate singles from albums in new releases.,Feature_Request,Feature_Request,True,1.0,@699800 Hey Gary! That's a cool idea. Be sure to show your support by voting for it here: https://t.co/KMAm3jVSTW /PY
"Hello, i signed up to an existing Family plan, but my account dont upgrade...",Family_Student_Plan,Family_Student_Plan,True,1.0000000000000002,@559034 Hey Igor! Can you DM us your username and the Family plan owner's email address? We'll take a look backstage /LO https://t.co/ldFdZRiNAt
can you add a feature so I can block certain artists from my music feed? Like I never wanna hear the craptastic or ever again and ive been thumbing them down since signing up. #stopshittymusic,Feature_Request,Music_Content,False,1.0000000000000004,"@278994 Hey Jennifer! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /FR"
Thanks. Did Webchat and they sorted it. I'd been hacked.,Account_Security,Account_Security,True,0.9999999999999997,@408318 Okay. Glad to hear the situation is being handled for you. Feel free to send a tweet our way if you need help with anything else /JI
Am I the only one that has been charged twice this month by Spotify?,Payment_Refund,Payment_Refund,True,1.0,"@452217 We don't have any info on this right now. If you ever need anything else, just shout and we'll come running 🏃 /KL"
you should add a functionality: sort tracks by bpm. #asap,Feature_Request,Feature_Request,True,1.0,@770622 Hey there! This sounds like a great idea. You can show your support for this here: https://t.co/7qXM7TUxUt /CE
"I paid for a premium family plan, all the other accounts are working but my account does not receive the premium features. My account username is sarimr_12. Please help with this issue.",Family_Student_Plan,Family_Student_Plan,True,1.0,"@760804 Hey Sarim! We can confirm that ""sarimr_12"" is part of a Premium for Family plan. Can you send us a screenshot of your account profile as it appears on the app showing your username? Just go to Your Library and tap on the upper left corner icon. We'll take a closer look /CH"
is there a reason why you only accept Unidays and not for your student discount?,Family_Student_Plan,Family_Student_Plan,True,1.0,"@267843 Hi there! We’re afraid that we don’t have any info to share about this. For now, we’d recommend using UNiDAYS at https://t.co/ZCWeItTUhj to get the student discount. Let us know if you need a hand getting set up /FJ"
"feature request: bluetooth pair w/ treadmill, adjust treadmill speed to my current song's BPM so I can always run to the beat. Playlists automatically become curated workouts",Feature_Request,Feature_Request,True,0.9999999999999992,"@670749 Hey Daniel, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /BH"
Hey i suscribed to Spotify Premium with the Student discount but i still don't have SpotifyPremium activated on my account,Family_Student_Plan,Family_Student_Plan,True,1.0,@433219 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt
is there a way to know if I’m adding a duplicate song within a folder of music?,Music_Content,Music_Content,True,1.0000000000000002,"@796169 Hey Jael! You should be prompted if the song's already in your playlist and give you the option to ""Skip Duplicate"" or ""Add Anyway"". Hope this helps. If you have any other questions, just give us a shout 🙂 /KC"
"What the hell, Canada?! I want to listen to some older albums at work, and it turns out a bunch of them are missing/unplayable! Users have confirmed they're available on Spotify USA. HE'S. CANADIAN. I'M. CANADIAN. Ugh, I hate this licensing crap.",Music_Content,Music_Content,True,0.9999999999999998,"@818248 Hey there! You're right, this should be due to licensing or legal issues. Hopefully we'll have them available again soon. Check this out: https://t.co/1dgftcFtzc /AR"
hey someone else has been in my account but i changed the PW so np but i was already premium but not anymore whats going on?,Account_Security,Account_Security,True,1.0000000000000002,"@498545 Hey, help's here! Can you send us your account's username or email address via DM? We'll take a look /PL https://t.co/ldFdZRiNAt"
My account has been hacked and I'm locked out of both resetting my password and changing my email address. Any help you can offer?,Account_Security,Account_Security,True,0.9999999999999999,@741148 Hey Brandon! We've just sent a DM your way. Let's carry on chatting there /AN
the app keeps deleting offline/saved songs off of my phone with no warning. I have plenty of space on it. Samsung S6 Edge.,Downloads_Offline,Downloads_Offline,True,1.0,@399663 Hey! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF /RC
"I just got kicked off my family plan and can’t get back on it. Every time I put in the confirmation, “something went wrong”",Family_Student_Plan,Family_Student_Plan,True,1.0,"@216506 Hey there, we're here to help. Can you DM us the accounts' email addresses? We'll check backstage /AC https://t.co/ldFdZRiNAt"
have been charged twice $9.99 for a personal account when I want a family account for $14.99. Can you fix this...acct Cervelott,Payment_Refund,Payment_Refund,True,1.0000000000000002,@136859 Hi David! We've just sent a DM your way. Let's carry on chatting there /AU
Maintenance? We can't login. 🙁,Login_Issue,Login_Issue,True,1.0,"@514269 Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF"
can y’all put Beyoncé’s lemonade album on Spotify already 🤦🏻‍♀️,Music_Content,Music_Content,True,1.0,"@798417 Hey Nat! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi3V8Cu. Let us know if there's anything else you need 🙂 /KC"
Hey you should add music videos to your repertoire,Music_Content,Music_Content,True,1.0,"@475850 Hey Lyndsay! We appreciate your feedback, and we'll be sure to let our devs know this is something you'd like to see /LM"
shuffle is broken. on playlists the app will play 10-20 songs off the same two albums if possible then switches to two other albums. doesn’t feel random at all when a large playlist with dozens of albums only shuffles through 2 at a time.,Playback_Issue,Playback_Issue,True,1.0000000000000007,"@789473 Hey, help's here! Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest /DB"
"hey I wanted to cancel my subscription cause I can't afford it on my student budget, but instead y'all deactivated my account? I was hoping to start a family plan in January ;-;",Family_Student_Plan,Family_Student_Plan,True,1.0,@665894 Hey! Help's arrived. Can you DM us your account's email address or username? We'll take a look backstage /DD https://t.co/ldFdZRiNAt
Hulu says it cannot authorize my spotify account when trying to sign for the student premium deal. Need help,Family_Student_Plan,Family_Student_Plan,True,1.0,"@600134 Hi Chris. Don't worry, help's here. Can you DM us your username or email address so we can take a look? /JU https://t.co/ldFdZRiNAt"
"have Premium for Family. Trying to set up daughter's profile, redeem code not working. Have resent invite twice. Please advise",Family_Student_Plan,Premium_Subscription,False,1.0,"@590152 Hey Rae, help's here. Could you fire over your accounts' email addresses or usernames via DM? We'll take a look behind the scenes /AY https://t.co/ldFdZR1cbT"
Microsoft is promoting their Music Pass Costumers to Spotify but you're Mobile App is Crashing after 10Minutes of use and is not up-to-date.,App_Technical,App_Technical,True,0.9999999999999999,@160018 1: The Spotify app on Windows Phone is currently in maintenance mode. There's some more info here: https://t.co/KSq4qse4dE.
"No, its just on pc that doesn't work. Reinstalled the app and cleared appdata folder, still not working",App_Technical,App_Technical,True,1.0,"@342831 Got it. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL"
"Please add the ""explicit"" tag to the following song spotify:track:021txSheRym293iUdf6vPZ at 50 seconds in is the F word",Music_Content,Music_Content,True,1.0,"@576786 Hey, we hear you! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SXS9B4 /RB"
My premium account just expired and I only realized this when I got hit with an advertisement. I didn't get any warnings either - maybe because I'm not the administrator of my family account?? That should likely be fixed.,Premium_Subscription,Premium_Subscription,True,1.0,@298858 Hi Anuj! Help's here. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt
Hey why does your app crash when I press play on any of my music??,App_Technical,App_Technical,True,1.0,"@665462 Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /RC"
hi. My account appears to have been hacked. How do I resolve this issues?,Account_Security,Account_Security,True,1.0,@153724 @116130 Hi! We've just replied to your DM. We'll carry on helping there /MQ
hey I paid for the £99 for a year subscription however when I go to my account settings it still says I am going to be charged £9.99 each month whats going on..? I don't want to pay twice!,Payment_Refund,Payment_Refund,True,1.0000000000000002,"@262834 Hi there! Don't worry, we'll sort this out. Can you DM us your account's email address and username? We'll take a look backstage /NJ https://t.co/ldFdZRiNAt"
"dear could you PLEASE PLEASE add ""Independent"" by Uppermost to Spotify itself, thank you so much if you do that.",Music_Content,Feature_Request,False,1.0000000000000002,"@241626 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /LO"
"Guys, I can't log in! The reset password page doesn't recognise my email, but says it is attached to an account",Login_Issue,Login_Issue,True,1.0,@362491 Hey Hattie! You should be able to reset your password now. Can you give it another shot? Let us know how that goes /TF
when i push “shuffle” i actually want you to shuffle my songs. don’t act like you know me like that.,Playback_Issue,Playback_Issue,True,1.0000000000000002,@398134 Hey Manda! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /TF
Hey it'd be awesome if my account would not get hacked twice in three days 🖕.,Account_Security,Account_Security,True,1.0,@362017 Hey Caleb! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt
When will Harry’s cover of The Chain be put on Spotify I’m tired of waiting,Music_Content,Music_Content,True,1.0,"@178475 Hey Erin! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NG"
I am unable to log in on your website. Pretty much everything i click on throws an error saying to many redirects. I have tried multiple browsers and cleared the cookies on them still no luck.,Login_Issue,Login_Issue,True,1.0,"@199970 Hey there! Don't worry, help's here. Can you let us know and device and operating system you're using? We'll see what we can suggest /MT"
so I went to try out the student discount for Hulu but they charged me even thought I didn’t sign up for it after all what’s going on??,Payment_Refund,Family_Student_Plan,False,1.0000000000000004,@662784 Hey! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt
I am still being charged on my visa card even after I have cancelled the subscription. Please give me refund.,Payment_Refund,Payment_Refund,True,1.0000000000000002,@323527 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt
It would be great if you could block artists from radio.,Feature_Request,Feature_Request,True,1.0,"@131527 Hey Amy, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them /TF"
"Some albums won't play - it seems entirely random and I've tried on desktop and app, saving as well as downloading. It makes no sense.",Playback_Issue,Playback_Issue,True,1.0,"@339525 Got it. What device, operating system, and Spotify version are you using? We'll see what we can suggest /NG"
"please add a ""delete cache"" button...just had to uninstall app to free space on my phone!",Feature_Request,Feature_Request,True,1.0,@132802 We can see how that’d be useful! You can vote for the official idea here: https://t.co/fDfdWqd3CO 🙂 /CG
"why is the web player not working?? Keeps stopping randomly and won't play, driving me crazy 😤😤",Playback_Issue,Playback_Issue,True,1.0,"@289427 Hi Gloria, help's arrived! Can you let us know your device's operating system and browser version? We'll see what we can suggest /GT"
hey y'all can you please add tracks from blind guardian's nightfall on middle earth album to the might and myth: power metal playlist.,Music_Content,Feature_Request,False,1.0000000000000002,"@278000 Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa. Let us know if you have any other questions /NY"
my app is not working,App_Technical,App_Technical,True,1.0000000000000002,"@789144 Hey Yomaris, help's here. Can you tell us more about what's happening? Also, what device, operating system, and Spotify version are you using? We'll see what we can suggest /AY"
Have you been hacked? Yes or No?,Account_Security,Account_Security,True,1.0000000000000002,"@220017 We understand how you feel about this. We can assure you that everything's okay with the system. If you could check your inbox for the DM we've sent, that'd be great /AY"
Hey my android version of the app randomly pauses on its own. Just thought I'd report the bug.,App_Technical,App_Technical,True,1.0000000000000002,"@542651 Hi! Don't worry, help's here. Can you let us know the device you're using along with the Android &amp; Spotify versions you have installed? /MT"
ill cant log in and when i try to chabge my password it says the code timed out,Login_Issue,Login_Issue,True,1.0000000000000002,@224053 Hey Tyler! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt
"The only reason I pay for spotify is so I can listen to music offline, e.g. on the tube",Downloads_Offline,Downloads_Offline,True,1.0,"@457088 Thanks. Does the issue happen when downloading playlists, or just on this particular album? /AG"
"my friend signed up for premium, deducted the $4.99 but she’s still on the free account, it won’t let her go premium",Premium_Subscription,Premium_Subscription,True,1.0000000000000002,"@697059 Hey there, that's not cool! Could you DM us the account's username or email address of your friend? We'll take a look backstage /GU https://t.co/ldFdZRiNAt"
Please add Again-Bruno Mars,Music_Content,Feature_Request,False,1.0,"@548910 Hey Bryan! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /JP"
I apologize for the confusion. I already have the web player downloaded. What I mean is there used to be add ons/apps within the app. One I recall was Pitchfork. I don't see them anymore. I'm trying to find ways to find music in other countries,Music_Content,Music_Content,True,1.0000000000000002,"@638926 Got it. We're afraid it's no longer available, but thanks for your feedback. We'll be sure to let the right team know it's something you'd like to see again. For anything else, just give us a shout 🙂 /MA"
help already storage location keeps changing and downloaded music is gone. No offline for me. Re-download every day?,Downloads_Offline,Downloads_Offline,True,1.0000000000000002,"@280287 Hi, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /DV"
put the new wdw ep on spotify come on,Music_Content,Music_Content,True,1.0000000000000002,@278581 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt
"Hey why when I shuffle my whole library, do I only get stuff I’ve listened to recently? All filters off, etc.",Playback_Issue,Playback_Issue,True,1.0000000000000002,"@78343 Hey Stuart! That doesn't sound cool. Just to check, does this happen when using Spotify Connect? /NH"
"Just an idea. On their birthday, your premium users can legally downloaded songs from one of their playlist. Not offline download",Feature_Request,Downloads_Offline,False,1.0000000000000002,"@289148 We hear you, but Spotify is a streaming service. We're afraid you won't be able to download and own the tracks yourself /CO"
"Why I can't login to my spotify account? The username & password right, but keep back to login again after that",Login_Issue,Login_Issue,True,1.0,@583895 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt
"I created a Spotify account and have started paying for the premium package. However, I have forgotten my username and password and are unable to log in. I was wondering how I can cancel my payments? I can provide my bank details to possibly link it to my account",Login_Issue,Login_Issue,True,1.0000000000000002,@801268 Hey Harrison! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt
"I switched to an Android recently, and everytime I use the app in tje background/another app it crashes! #helpme",App_Technical,App_Technical,True,1.0000000000000002,@554926 Hey there! Can you let us know what Android and Spotify versions you're running? We'll see what we can suggest /NS
put perfect velvet on spotify already I'm tired,Music_Content,Music_Content,True,1.0,"@738174 Hi there! We’d love to have all of Red Velvet's stuff available, but we have some info about content here: https://t.co/0i8GpimuDa. Let us know if you have any other questions /NY"
we can't log in,Login_Issue,Login_Issue,True,1.0,"@554624 Hi, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt"
"can't login with my premium account on android system, says that experiencing problem",Login_Issue,Login_Issue,True,1.0,"@710884 Hi there! What's the exact device, Android, and Spotify app version you're using? We'll see what we can suggest /NJ"
"account hacked, cant log in, contact number please?",Account_Security,Account_Security,True,1.0000000000000002,"@393510 Hey, that's not cool. Can you DM us your account's email address? We'll take a look backstage /NY https://t.co/ldFdZRiNAt"
"I’m a family plan member, how come when my wife is on it boots me off? It never used to.",Family_Student_Plan,Family_Student_Plan,True,1.0000000000000002,@708715 Hey Chris! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
And this is not set offline,Downloads_Offline,Downloads_Offline,True,1.0,@422419 Thanks for the info. Can you try giving your iPhone a quick restart? Let us know if it make any difference /SY
"got a new phone, premium subscription is not working. Need fix",Premium_Subscription,Premium_Subscription,True,1.0,"@559762 Hey, that doesn't sound good. Can you DM us your account's email address or username? We'll check backstage /RK https://t.co/ldFdZRiNAt"
"hey i just paid for spotify premium but why my account still written ""free""",Premium_Subscription,Premium_Subscription,True,1.0000000000000002,@415419 Hey there! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt
add a feature where we can see our most played songs and artists pleeeasseeeeee,Feature_Request,Feature_Request,True,1.0000000000000002,"@185770 Hey Matt, we can see how that’d be useful! You can vote for the official idea here: https://t.co/2MDGCLPOX5 /TR"
"What's happening with your music in , ?? Your songs won't play anymore... 🙁",Playback_Issue,Playback_Issue,True,1.0000000000000002,"@409637 Hi Rich. Don't worry, help's here. Can you tell us exactly what goes on? We'll see what we can suggest /JU"
"Hey the app is crashing every time I try to share a playlist! Pixel, Android 8",App_Technical,App_Technical,True,1.0,"@546567 Don't worry, we're on it. Our developers are looking into this and we'll keep everyone updated. If you need us again, just shout 🙂 /MQ"
I have a free account w/ a long account name given by Spotify. On this account I have created multiple playlists. I want to purchase premium but am unable to access this free account (error mentions CRFA?). How do I get a new account and keep my playlists/history?,Premium_Subscription,Premium_Subscription,True,1.0,"@252771 Hi there! Can you DM us your account's email address or username, along with a screenshot of the error message you're getting? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt"
why can't I activate the student discount?,Family_Student_Plan,Family_Student_Plan,True,1.0000000000000004,@600100 Hey Shawnie! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt
- Yr App is killing my business. Keeps crashing/pple complaining/ music keeps stopping. Not happy😢😢😢,App_Technical,App_Technical,True,1.0000000000000002,"@664365 Hey Janelle! Don't worry, we're here to help. Can you let us know the device, operating system, and Spotify version you're using? /MT"
you charged me twice for a month's sub. you charged me student and regular. Please reverse the charges for the student sub. Not impressed.,Payment_Refund,Payment_Refund,True,1.0000000000000002,"@626615 Hey Steff, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt"
Sweet. I e-mailed The swedish support two weeks ago but they haven't answered. I keep getting logged out from my account and can't log in without reinstalling the app. This deletes all my downloaded playlists. What can I do?,Login_Issue,Login_Issue,True,1.0,"@149095 Hmm, that doesn't sound good. Can you DM us your account's username or email address? We'll take a look backstage /DN https://t.co/ldFdZRiNAt"
I am trying to sign up for a new account. ios app or web browser (safari&chrome) wont work. help!,App_Technical,App_Technical,True,1.0,@552493 Hey Mike! Could you DM us the email address you're using to set up an account? We'll check things out /AY https://t.co/ldFdZRiNAt
my account (ccdap) has been hacked!,Account_Security,Account_Security,True,1.0,"@707604 Hey Charles, sorry to hear about that. Could you send us a DM with your account's email address? We'll check things out /AY https://t.co/ldFdZRiNAt"
"My premium account, suddenly turn in to a free account, I have paid but I just can't go back to premium! I think it is cause of my address",Premium_Subscription,Premium_Subscription,True,1.0000000000000007,@264904 Can you DM us your account's email address? We'll have a look backstage /ST https://t.co/ldFdZRiNAt
Hey I wanted to cancel my premium account but you already charged me before I wanted to cancel can I get a refund,Payment_Refund,Payment_Refund,True,1.0,@397349 Hi Gene! Could you send us a DM with your account's email address? We'll take a look backstage /DR
"someone hacked my account and I've lost my playlists, can I retrieve them?",Account_Security,Account_Security,True,1.0,@766745 Hi there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /AK
the last version of Spotify on IPhone crashes often. It is getting annoying. When will there be an update with bug fixes?,App_Technical,App_Technical,True,1.0,"@812745 Hey, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JN"
. Can y’all consider adding a feature where i can type in song lyrics to find a song if i forget the name 🤔,Feature_Request,Music_Content,False,1.0000000000000007,@380212 This sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /KM
my account is being hacked. I want to delete this asap. Someone is creating playlists. Please help!,Account_Security,Account_Security,True,1.0,@267089 Hi! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /AU
"hi, I'm on the previous iOS to the latest. Just updated Spotify and now it won't open. Have restarted the phone and app with no luck. Is this a bug? Best to update to latest iOS?",App_Technical,App_Technical,True,1.0,"@274167 Hey, that's not cool! Just to check, did the issue start happening since you've updated your iOS and Spotify app versions? Also, are you getting any specific error messages? Any screenshots would be a great help /JM"
got charged for premium but can’t listen to premium... can you please fix my problem I’m very sad.,Premium_Subscription,Payment_Refund,False,1.0000000000000002,"@590785 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt"
"my card was charged, but I still don't have premium",Premium_Subscription,Payment_Refund,False,1.0,"@554600 Hi Tafie, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt"
"Hi , i can't login to my account, i want to reset my password and can't get the link on my email. Can you help me to check?",Login_Issue,Login_Issue,True,1.0000000000000002,@471802 Hi Ridha! Can you send us a DM with your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt
stop charging me! Account cancelled months ago! How do I get a refund?,Payment_Refund,Payment_Refund,True,1.0,@814119 Hey Cheryl! Can you DM us your account's email address and username? We'll take a look backstage for you /KL https://t.co/ldFdZRiNAt
HELP! My account has been hacked and now the email address has been changed so I can’t reset the password.,Account_Security,Account_Security,True,1.0,"@696709 Hey Jonathon, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt"
"just received an email regarding my student premium membership, could you please check DMs? ☺️",Family_Student_Plan,Family_Student_Plan,True,1.0,@308568 Hey there! We've just replied to your DM. Check it out. We'll continue helping there /RE
"I don't have my facebook account linked to my spotify anymore, so now I can't log in. What can I do?",Login_Issue,Login_Issue,True,1.0,@664024 Hi there! Could you send us a DM with the email address on your Facebook account? We'll see what we can suggest /NJ https://t.co/ldFdZRiNAt
Now I've been charged for Student twice. I'm not a student. Please contact me. Thanks! 🌊🌊🌊,Payment_Refund,Payment_Refund,True,1.0,"@234227 Hey, help's here. Could you send us a DM with your account's email address and username? We'll check it out /JZ https://t.co/ldFdZRiNAt"
"I have a 2,000 song playlist on but I only hear about 30 of the same songs on shuffle.",Playback_Issue,Playback_Issue,True,1.0,@218686 Hey Jeff! Just to check does only this happen when using Connect? Let us know and we'll see what we can do /JP
Does anyone know how to contact ? Someone else is using my account even though I’ve repeatedly changed my password and email.,Account_Security,Account_Security,True,1.0,@681687 Hi Johnny! That doesn't sound good. Can you let us know your account's username or email address? We'll take a look under the hood /DN https://t.co/ldFdZRiNAt
i already paid in cash for my spotify premium but my account is still free.,Premium_Subscription,Premium_Subscription,True,1.0,@555613 Hey there! Can you DM us your account's email address or username? We'll take a look behind the scenes /AY https://t.co/ldFdZRiNAt
"Hi, I’ve just bought Spotify premium but I’ve received two receipts, does this mean I’ve been charged twice?",Payment_Refund,Payment_Refund,True,1.0,"@511352 Hey Shannon, help's here! Could you DM us with your account's email address and username? We'll take a look backstage /TB"
"Naka globe postpaid ako, mag spotify premium sana ako yung nadadagdag lang sa bill ko. Pwede ba yung student discount don? 65 per month.",Family_Student_Plan,Family_Student_Plan,True,1.0000000000000009,"@609322 Hey! We're afraid we don't have Filipino support, but we'd be happy to help in English. Can you DM us your account's email address? /JN https://t.co/ldFdZRiNAt"
"your adds are more compressed, hasher and alot louder than the music. Sort that out ya nearly blew my ears out and nt near full vol",App_Technical,Music_Content,False,1.0000000000000002,"@563422 Hey! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /PL"
I can't remember my password/email I used on my phone and I made a premium account using my student discount. How do I recover it?,Login_Issue,Family_Student_Plan,False,1.0,"@612079 Hi Ashley, help's here! Can you DM us your account's username or email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt"
Android app asks to log on but when I try it says I'm set to offline. Then gets stuck in a loop. 7gb of downloads I need to access!,Downloads_Offline,Downloads_Offline,True,1.0000000000000002,@722997 Hey Richard! Help's here. Can you let us know the Android and Spotify versions you're running? We'll see what we can suggest /KM
