customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
12073,@115888 My kids wanted premium but your student deals are only for college/ uni kids. Won't you consider the younger kids that are addicted to Spotify too?,12075,"@118383 1: Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. /KC",My kids wanted premium but your student deals are only for college/ uni kids. Won't you consider the younger kids that are addicted to Spotify too?,"1: Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. /KC",Premium_Subscription
12084,@115888 can you please bring back the „touch preview“ feature??? Please? 😭🙏🏼,12083,@118385 Hey Maria! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /FR,can you please bring back the „touch preview“ feature??? Please? 😭🙏🏼,Hey Maria! We have more info about this here: Give us a shout if you have any questions /FR,Feature_Request
12086,@115888 I need help with my account I keep getting charged for an account that is on the free subscription but was once premium,12085,@118386 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,I need help with my account I keep getting charged for an account that is on the free subscription but was once premium,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,Payment_Refund
12647,@SpotifyCares.  Set up family premium. put wrong address. canceled. now can't set up new account w my email address. U make me pay? Help!,12646,"@118533 Hey Michael, help's here! Can you DM us your account's email address? We'll take a look backstage /KC https://t.co/ldFdZRiNAt",. Set up family premium. put wrong address. canceled. now can't set up new account w my email address. U make me pay? Help!,"Hey Michael, help's here! Can you DM us your account's email address? We'll take a look backstage /KC",Premium_Subscription
14406,"@SpotifyCares 
My family premium account has stopped working, even though we have payed this month, it was working last week",14405,@119078 Hey Jacob! Could you send us a DM with your account's email address? We'll take a look backstage /FR,"My family premium account has stopped working, even though we have payed this month, it was working last week",Hey Jacob! Could you send us a DM with your account's email address? We'll take a look backstage /FR,Premium_Subscription
15665,"@115888 I tried to upgrade to premium for 6.99 and my card was charged twice, and i am not even upgraded..please advice!",15664,@119445 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt,"I tried to upgrade to premium for 6.99 and my card was charged twice, and i am not even upgraded..please advice!",Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY,Payment_Refund
16206,@115888 Hi. When are you guys having promo for the premium accs? Thanks :),16204,"@119558 Hey! We don't have any info about this right now, but we'll be sure to pass on your feedback to the right folks /NQ",Hi. When are you guys having promo for the premium accs? Thanks :),"Hey! We don't have any info about this right now, but we'll be sure to pass on your feedback to the right folks /NQ",Premium_Subscription
17067,@SpotifyCares  your customer service is poor.... today I was advised to change the password on my hacked account ... might be a challenge don’t you think ?!,17066,@119768 Sorry to hear you feel that way. We've just sent you more info via DM. We'll continue helping out there /LS,your customer service is poor.... today I was advised to change the password on my hacked account ... might be a challenge don’t you think ?!,Sorry to hear you feel that way. We've just sent you more info via DM. We'll continue helping out there /LS,Account_Security
17178,Dammit! @115888 just RickRolled us! I may have to cancel my subscription for that…,17176,@119789 Hey Eric! Can you let us know what's happening exactly? We'll see what we can do /NS,Dammit! just RickRolled us! I may have to cancel my subscription for that…,Hey Eric! Can you let us know what's happening exactly? We'll see what we can do /NS,Premium_Subscription
22010,@115888 @SpotifyCares Feature Request: Spotify playlists separated from personally made ones. Like @115948 does. https://t.co/NgJiXFQRR1,22009,"@120794 Hey Kevin, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK",Feature Request: Spotify playlists separated from personally made ones. Like does.,"Hey Kevin, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK",Feature_Request
23260,"@SpotifyCares hi,can i shuffle all download music in one touch?",23259,@121069 Hey there! Can you fire over the device and operating system you're using? We'll see what we can suggest /PL,"hi,can i shuffle all download music in one touch?",Hey there! Can you fire over the device and operating system you're using? We'll see what we can suggest /PL,Downloads_Offline
23264,@SpotifyCares why can’t I ever login? https://t.co/SHamUr6zUm,23263,"@121071 Hey Margaret, help's here! Can you DM us your account's username and email address? We'll do some digging 🔍 /TR https://t.co/ldFdZRiNAt",why can’t I ever login?,"Hey Margaret, help's here! Can you DM us your account's username and email address? We'll do some digging 🔍 /TR",Login_Issue
27677,"Dear @116130, why can I not listen to an Audiobook normal on the android app? Why does it only work on shuffle for non premium accounts? Sort of useless having the books available to those who don't subscribe.",27675,"@122049 Hey there! We're afraid playing Audiobook on-demand is a Premium feature. Thanks for the feedback, we’ll get this passed onto the right team. For anything else, let us know /GU","Dear , why can I not listen to an Audiobook normal on the android app? Why does it only work on shuffle for non premium accounts? Sort of useless having the books available to those who don't subscribe.","Hey there! We're afraid playing Audiobook on-demand is a Premium feature. Thanks for the feedback, we’ll get this passed onto the right team. For anything else, let us know /GU",Premium_Subscription
27676,@SpotifyCares So why let non premium customers even select them.? Pointless.,27678,"@122049 Rest assured, your feedback has been passed on to the right team to look into. Give us a shout if you have any other questions /ZO",So why let non premium customers even select them.? Pointless.,"Rest assured, your feedback has been passed on to the right team to look into. Give us a shout if you have any other questions /ZO",Premium_Subscription
30600,@117153 @SpotifyCares I paid for premium and i still havent got premium i have sent a DM @SpotifyCares,30599,@122736 @117153 Hey John! We've just sent you a bit more info over DM. We'll carry on helping out there /AC,I paid for premium and i still havent got premium i have sent a DM,Hey John! We've just sent you a bit more info over DM. We'll carry on helping out there /AC,Premium_Subscription
31595,@115888 Student discount via bdo card not working,31594,@122970 Hey! Could you send us a DM with your account's email address or username? We'll take a look /AY https://t.co/ldFdZRiNAt,Student discount via bdo card not working,Hey! Could you send us a DM with your account's email address or username? We'll take a look /AY,Family_Student_Plan
32069,"@117153 unable to make payment for my premium account, nothing wrong with my card as checked with the bank.",32068,@123092 @117153 Hey! We've just replied to your DM. We'll be happy to help you out there /BD,"unable to make payment for my premium account, nothing wrong with my card as checked with the bank.",Hey! We've just replied to your DM. We'll be happy to help you out there /BD,Premium_Subscription
32071,@116130 I’m being charged for premium but my account is saying I’m not premium and won’t give me premium features?,32070,@123093 Hey Liz! Could you send us a DM with your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,I’m being charged for premium but my account is saying I’m not premium and won’t give me premium features?,Hey Liz! Could you send us a DM with your account's email address? We'll take a look backstage /MA,Payment_Refund
32481,Hey @115888  my premium family is gonna expire soon and until now none of my family members can even use it. fix it please,32480,@123206 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,Hey my premium family is gonna expire soon and until now none of my family members can even use it. fix it please,Hey! Can you DM us your account's email address? We'll see what we can suggest /CB,Family_Student_Plan
32483,@SpotifyCares I deactivated my Facebook a few years ago and now I can't log into Spotify? I don't want to make a new email. Any tips? Thanks,32482,@123207 Hi there! Can you DM us your account's email address? We'll see what we can suggest /ST https://t.co/ldFdZRiNAt,I deactivated my Facebook a few years ago and now I can't log into Spotify? I don't want to make a new email. Any tips? Thanks,Hi there! Can you DM us your account's email address? We'll see what we can suggest /ST,Login_Issue
33418,How come I suddenly don't have Spotify premium anymore @SpotifyCares? Meer mensen last van? #spotify,33417,@123393 Hey! We just replied to your DM with more info. We'll carry on helping out backstage /CB,How come I suddenly don't have Spotify premium anymore ? Meer mensen last van? #spotify,Hey! We just replied to your DM with more info. We'll carry on helping out backstage /CB,Premium_Subscription
34756,"@118266 min, cara berhenti berlangganan spotify premium tapi lupa password email bagaimana ya 😥",34754,"@123541 Hey Val! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /AY","min, cara berhenti berlangganan spotify premium tapi lupa password email bagaimana ya 😥","Hey Val! We can help out in English via Twitter, but we also have Indonesian support via email at /AY",Premium_Subscription
36172,@SpotifyCares since 5 days can nolonger longer log on my Spotify WebPlayer ...a reload red messages pop up im on premium account?,36171,"@123872 Hey, we'd love to help! Can you send us a screenshot of the exact error message you're getting? We'll take a closer look /JP",since 5 days can nolonger longer log on my Spotify WebPlayer ...a reload red messages pop up im on premium account?,"Hey, we'd love to help! Can you send us a screenshot of the exact error message you're getting? We'll take a closer look /JP",Premium_Subscription
36734,@SpotifyCares any idea why Spotify premium keeps saying ‘cannot play song’ on multiple tracks and artists?,36733,"@124012 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /MA",any idea why Spotify premium keeps saying ‘cannot play song’ on multiple tracks and artists?,"Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /MA",Premium_Subscription
37699,@118266 sekarang ga bisa pembayaran premium dengan pulsa tri?,37698,"@124187 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /AY",sekarang ga bisa pembayaran premium dengan pulsa tri?,"Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /AY",Premium_Subscription
37702,@115888 can you please add a feature to only view from releases from artist you follow.,37700,"@124188 Hey Rahger! Thanks for sharing your thoughts, we'll let the relevant folks know it's something you'd like to see /SY",can you please add a feature to only view from releases from artist you follow.,"Hey Rahger! Thanks for sharing your thoughts, we'll let the relevant folks know it's something you'd like to see /SY",Feature_Request
37701,@SpotifyCares can you please add a feature to only view releases from artist you follow.,37703,@124188 Don't worry - we'll make sure to pass your feedback on to the relevant folks 😁 /SY,can you please add a feature to only view releases from artist you follow.,Don't worry - we'll make sure to pass your feedback on to the relevant folks 😁 /SY,Feature_Request
37708,"hi @SpotifyCares i think im being charged twice, can you help??",37706,@124189 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,"hi i think im being charged twice, can you help??",Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA,Payment_Refund
37712,@117153 and no where in my subscriptions box nor my receipts box does it say I bought premium but it took the money out of my account.,37711,@124190 @117153 Hi! We've just replied to your DM. We'll carry on helping there /MQ,and no where in my subscriptions box nor my receipts box does it say I bought premium but it took the money out of my account.,Hi! We've just replied to your DM. We'll carry on helping there /MQ,Premium_Subscription
38300,"@115888 I have activated my premium for the first, however I did not get 30days for free, just 7 :( Can you fix it for me please?",38299,@124327 @115888 Hi! We've sent a bit more info via DM. We'll carry on helping out there /AY,"I have activated my premium for the first, however I did not get 30days for free, just 7 :( Can you fix it for me please?",Hi! We've sent a bit more info via DM. We'll carry on helping out there /AY,Premium_Subscription
38322,@SpotifyCares can you grant me a grace period for my premium account??? i have a urgent matter,38321,@124333 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MA,can you grant me a grace period for my premium account??? i have a urgent matter,Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MA,Premium_Subscription
38328,@SpotifyCares I cant sign in im new to your app and I have tried all my emails and it always says:An unknown error occurred try again later.,38327,@124336 Hey Kosta! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU,I cant sign in im new to your app and I have tried all my emails and it always says:An unknown error occurred try again later.,Hey Kosta! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU,Login_Issue
38936,Some idiot hacked my Spotify account and changed my email. Best believe I'm getting it back,38935,@124499 Hey Mark! We've sent a DM your way. Check your inbox for it /SJ,Some idiot hacked my Spotify account and changed my email. Best believe I'm getting it back,Hey Mark! We've sent a DM your way. Check your inbox for it /SJ,Account_Security
38943,@115888 @spotifycares Why don't you offer the same student discount to the teachers that teach the students? I'm sure @124439 would help.,38941,"@124502 Hi Jared, that'd be sweet! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /GK",Why don't you offer the same student discount to the teachers that teach the students? I'm sure would help.,"Hi Jared, that'd be sweet! Suggest it in our Community at and get support from other users /GK",Family_Student_Plan
38942,@SpotifyCares How about you guys just make it happen as it will be an increased revenue stream and it's the right thing to do?,38944,@124502 We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI,How about you guys just make it happen as it will be an increased revenue stream and it's the right thing to do?,We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI,Feature_Request
38955,"@SpotifyCares Hi, I logged out of my Spotify last week. I logged back in the next day and my playlists have gone. Can you help? Thanks!",38954,@124505 Hey Jenny! Can you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt,"Hi, I logged out of my Spotify last week. I logged back in the next day and my playlists have gone. Can you help? Thanks!",Hey Jenny! Can you DM us your account's email address or username? We'll take a look backstage /JE,Playlist_Library
38961,@115888 Your iOS app loads so slow I’m seconds from cancelling my subscription.,38960,"@124507 Hey Chris, that doesn't sound right. What device, iOS and Spotify versions is this happening on? We'll lend a hand /SY",Your iOS app loads so slow I’m seconds from cancelling my subscription.,"Hey Chris, that doesn't sound right. What device, iOS and Spotify versions is this happening on? We'll lend a hand /SY",Premium_Subscription
38963,"@115888 when my playlist runs out you should know that the worst possible ""like this"" music to play next is Morrissey. It is not like this.",38962,"@124508 Hey! Sorry to hear about that. Not to worry, we're taking on all feedback about this /JP","when my playlist runs out you should know that the worst possible ""like this"" music to play next is Morrissey. It is not like this.","Hey! Sorry to hear about that. Not to worry, we're taking on all feedback about this /JP",Playlist_Library
38965,"@SpotifyCares i subscribed as premium user in Oct 25, but today I cant use spotify because I must unsubscribe it first. It just a week!!",38964,@124509 Hi there! We've just sent you a bit more info over DM. Let's carry on chatting there /GU,"i subscribed as premium user in Oct 25, but today I cant use spotify because I must unsubscribe it first. It just a week!!",Hi there! We've just sent you a bit more info over DM. Let's carry on chatting there /GU,Premium_Subscription
38967,@115888 hey paying for premium and not getting any of the premium perks. I have receipt,38966,@124510 @115888 Hi! We've just replied to your DM. We'll carry on helping there /MQ,hey paying for premium and not getting any of the premium perks. I have receipt,Hi! We've just replied to your DM. We'll carry on helping there /MQ,Premium_Subscription
39741,@SpotifyCares Got back in to find mobile downloaded playlist deleted and download setting switched off.,39740,@124703 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /CP,Got back in to find mobile downloaded playlist deleted and download setting switched off.,Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /CP,Downloads_Offline
39750,"@SpotifyCares Also: App sometimes suddenly just stops playing music altogether, related to that issues w/ Bluetooth devices (music also stops)",39748,@124704 Got it! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,"Also: App sometimes suddenly just stops playing music altogether, related to that issues w/ Bluetooth devices (music also stops)",Got it! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,Playback_Issue
39758,"Several updates later, and I still want the lyrics feature back @115888 :(",39757,@124706 2: have more info about this here: https://t.co/DjMkORfakO. Let us know if you have any other questions /LM,"Several updates later, and I still want the lyrics feature back :(",2: have more info about this here: Let us know if you have any other questions /LM,Feature_Request
41775,I wish @115888 had a feature that allowed you to add artists/songs to a 'don't play ever' list. Won't name names in public. https://t.co/6cgfiKvrHA,41773,"@125201 Hi Camellia! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtirXki /LP",I wish had a feature that allowed you to add artists/songs to a 'don't play ever' list. Won't name names in public.,"Hi Camellia! This isn’t possible right now, but we have more info about this on our Community. Check it out: /LP",Feature_Request
42727,@115888 can you download music to #Apple watch?,42726,@125450 2:  know it's something you'd like to see: https://t.co/SEK4E4gi22 /BM,can you download music to #Apple watch?,2: know it's something you'd like to see: /BM,Downloads_Offline
43442,Changed to a new phone @115888 will not allow me to sign into the app through fb and I've changed both passwords! Help asap @SpotifyCares,43441,@125634 Hey! Help's here. Can you DM us your account's email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt,Changed to a new phone will not allow me to sign into the app through fb and I've changed both passwords! Help asap,Hey! Help's here. Can you DM us your account's email address? We'll see what we can suggest /JL,Login_Issue
43449,@SpotifyCares what's up with removing the browse/discover? It is the major reason I pay a premium family subscription!,43448,@125637 Hi! Can you send us a screenshot of what you're seeing through DM? We'll take a look under the hood /NH https://t.co/ldFdZRiNAt,what's up with removing the browse/discover? It is the major reason I pay a premium family subscription!,Hi! Can you send us a screenshot of what you're seeing through DM? We'll take a look under the hood /NH,Premium_Subscription
43453,@SpotifyCares i invited a new family member to enjoy premium and it said invite came from a person with a different name. Help!,43452,@125639 Hey there! Can you DM us the email address and username for each account? We'll take a look backstage /KL https://t.co/ldFdZRiNAt,i invited a new family member to enjoy premium and it said invite came from a person with a different name. Help!,Hey there! Can you DM us the email address and username for each account? We'll take a look backstage /KL,Family_Student_Plan
44237,@SpotifyCares why can't i use my mobile account to pay for my premium all of a sudden when i have for the last 6 months?? Ee have said there ia no problem thier end?,44236,"@125829 Hey Ben! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",why can't i use my mobile account to pay for my premium all of a sudden when i have for the last 6 months?? Ee have said there ia no problem thier end?,"Hey Ben! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT",Premium_Subscription
44294,@SpotifyCares my wife invited me to family premium. Where do I input the invite code to accept the invitation?,44293,"@125846 Hey Steven! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT",my wife invited me to family premium. Where do I input the invite code to accept the invitation?,"Hey Steven! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT",Premium_Subscription
44304,"Ah, wonderful. A random person is listening to my @115888 Premium account in France. No idea how I've been hacked, but suppose it can happen on any service.",44303,@125850 Hey Paul! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Feel free to send a tweet our way if you need us again /YM,"Ah, wonderful. A random person is listening to my Premium account in France. No idea how I've been hacked, but suppose it can happen on any service.",Hey Paul! We’re sorry to hear that. Check out for what to do next. Feel free to send a tweet our way if you need us again /YM,Account_Security
44420,"@SpotifyCares where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.",44418,"@125856 Hey Lucas! Just to check, what country is your Spotify account set to? /MT","where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.","Hey Lucas! Just to check, what country is your Spotify account set to? /MT",Music_Content
44423,"@SpotifyCares Hi, i want to upgrade to premium. On computer i get the offer ""3. months for 99,00 kr."", but on playstation i dont see the offer. Is it possible to use this offer on playstation?",44422,@125857 Hey Morten! We've just sent you a bit more info over DM. We'll carry on helping out there /KB,"Hi, i want to upgrade to premium. On computer i get the offer ""3. months for 99,00 kr."", but on playstation i dont see the offer. Is it possible to use this offer on playstation?",Hey Morten! We've just sent you a bit more info over DM. We'll carry on helping out there /KB,Premium_Subscription
44426,"@118266 haiii Spotify.. please help. Akun saya tidak bisa diakses, padahal akun tsb sudah saya daftarkan ke premium. Saya sudah masukkan username dan password yg benar tapi ditolak, saat akan reset password, email saya terdaftar di username lain. Gmn ya? #sedih",44424,"@125858 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /NQ","haiii Spotify.. please help. Akun saya tidak bisa diakses, padahal akun tsb sudah saya daftarkan ke premium. Saya sudah masukkan username dan password yg benar tapi ditolak, saat akan reset password, email saya terdaftar di username lain. Gmn ya? #sedih","Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /NQ",Premium_Subscription
44425,"@SpotifyCares Hello, I've tried to tell my problem from the website https://t.co/CjnbQxnYv1 but until now I can't get my premium account back, I still can't logged in to my account :( @115888 @118266 @SpotifyCares",44427,@125858 Thanks for the info. Can you DM us your account's email address? We'll take a look  backstage and see what we can suggest /NY https://t.co/ldFdZRiNAt,"Hello, I've tried to tell my problem from the website but until now I can't get my premium account back, I still can't logged in to my account :(",Thanks for the info. Can you DM us your account's email address? We'll take a look backstage and see what we can suggest /NY,Premium_Subscription
44671,"@SpotifyCares why i cant play my playlist folder on iphone app? You are SPOTIFY,guys do it please!",44669,"@121069 Hi there, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us in the loop /JI","why i cant play my playlist folder on iphone app? You are SPOTIFY,guys do it please!","Hi there, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us in the loop /JI",Playlist_Library
